,Values
NAV,"7,829.44"
Open Price,"7,805.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8.0 / 3,101.3"
Day Range,"7,805.00 – 7,925.00"
Year Range,"7,645.00 – 10,365.00"
SEC Yield ,—
12-Month Yield ,1.39%
Premium ,—
Expense Ratio,0.470%
Total Assets,37.6 Bil
