,Values
NAV,"7,847.33"
Open Price,"7,915.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"117.0 / 3,088.1"
Day Range,"7,835.00 – 7,920.00"
Year Range,"7,645.00 – 10,365.00"
SEC Yield ,—
12-Month Yield ,1.39%
Premium ,—
Expense Ratio,0.470%
Total Assets,37.7 Bil
