,Values
Sustainability Rate,Average
Percent Rank in Global Category,49%
Historical Sustainability Score,42.52
Global Category,Trading Tools
Portfolio ESG,50.97
Controversy Deduction,8.05
Sustainability Score,42.92
Sustainability Mandate,No
