,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.03,—
Non-U.S.Stock,195.08,0.00,195.08,620.20,—
Bonds,0.00,0.00,0.00,8.78,—
Other,0.01,0.00,0.01,3.73,—
Cash,-95.09,107.17,12.08,156.79,—
Not Classified,0.00,0.00,0.00,0.10,—
