,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,-30.03,16.11,-4.20,-17.18,-4.08,15.15,55.30,-35.16,-7.78
Fund (NAV),—,—,-30.07,16.26,-4.38,-17.23,-4.21,15.64,55.36,-35.41,-6.87
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
