,Values
NAV,"10,688.65"
Open Price,"10,450.00"
Bid / Ask / Spread,"10,615.00 / 10,620.00 / 0.05%"
Volume / Avg,20.1 Mil / 20.1 Mil
Day Range,"10,380.00 – 10,555.00"
Year Range,"10,340.00 – 15,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,2.4 Tril
