,Values
NAV,"10,688.65"
Open Price,"10,720.00"
Bid / Ask / Spread,"10,625.00 / 10,630.00 / 0.05%"
Volume / Avg,20.6 Mil / 20.2 Mil
Day Range,"10,630.00 – 10,815.00"
Year Range,"10,340.00 – 15,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,2.4 Tril
