,Values
NAV,"10,728.49"
Open Price,"10,540.00"
Bid / Ask / Spread,"10,455.00 / 10,460.00 / 0.05%"
Volume / Avg,17.8 Mil / 20.2 Mil
Day Range,"10,475.00 – 10,620.00"
Year Range,"10,340.00 – 15,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.650%
Total Assets,2.4 Tril
