,Values
NAV,"6,275.19"
Open Price,"6,255.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"640.0 / 4,214.9"
Day Range,"6,185.00 – 6,255.00"
Year Range,"6,185.00 – 8,125.00"
SEC Yield ,—
12-Month Yield ,3.81%
Premium ,—
Expense Ratio,0.440%
Total Assets,25.2 Bil
