,Fund,Cat. Average,Index
Price/Earnings ,6.75,9.59,11.73
Price/Book ,0.54,0.96,1.24
Price/Sales ,0.71,1.50,1.80
Price/Cash Flow ,2.27,5.09,4.08
Dividend Yield % ,4.71,3.35,3.31
Long-Term Earnings % ,7.16,9.32,7.95
Historical Earnings % ,14.42,3.83,7.07
Sales Growth % ,8.09,3.64,-0.86
Cash-Flow Growth % ,—,9.11,-41.07
Book-Value Growth % ,5.65,2.07,1.63
