,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.81,-4.00,-13.31,-13.50,-12.95,-16.01,-0.06,-2.87,—,—,—
Total Return % (NAV),-0.38,-3.19,-12.29,-12.93,-12.41,-15.69,0.10,-2.77,—,—,-2.67
+/- Category (NAV),-0.46,-2.26,-4.43,-8.68,-15.26,-12.48,-4.42,-4.69,—,—,—
+/- Index (NAV),-0.34,0.43,-3.89,-9.70,-19.63,-11.68,-8.73,-6.78,—,—,—
