,Values
Sustainability Rate,Average
Percent Rank in Global Category,49%
Historical Sustainability Score,45.19
Global Category,Financials Sector Equity
Portfolio ESG,50.06
Controversy Deduction,4.85
Sustainability Score,45.21
Sustainability Mandate,No
