,Values
NAV,"6,166.71"
Open Price,"6,175.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,482.0 / 4,352.5"
Day Range,"6,065.00 – 6,175.00"
Year Range,"6,065.00 – 8,125.00"
SEC Yield ,—
12-Month Yield ,3.81%
Premium ,—
Expense Ratio,0.440%
Total Assets,24.8 Bil
