,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,5.83,12.85,-3.21,-7.23,9.90,26.99,-16.85,-12.95
Fund (NAV),—,—,—,6.12,13.33,-3.85,-6.95,9.98,27.22,-16.63,-12.41
+/ Category (NAV),—,—,—,-8.64,-3.82,-6.24,-7.24,4.51,5.24,-3.99,-15.26
+/- Index (Price),—,—,—,-22.28,-14.20,-5.67,-2.23,-0.81,2.63,-3.00,-20.17
Percentile Rank,—,—,—,81,52,79,94,9,34,85,69
# of Funds in Category,—,—,31,44,43,35,40,36,41,47,54
