,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-15.36,-15.69
Fund (NAV),—,—,—,—,—,—,—,—,—,-15.42,-15.68
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.25,-12.26
+/- Index (Price),—,—,—,—,—,—,—,—,—,2.27,-16.35
Percentile Rank,—,—,—,—,—,—,—,—,—,27,—
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015",41
