,Fund,Cat. Average,Index
Price/Earnings ,9.49,11.02,12.13
Price/Book ,0.85,0.84,0.86
Price/Sales ,0.23,0.53,0.65
Price/Cash Flow ,5.49,3.46,3.66
Dividend Yield % ,2.92,3.08,3.48
Long-Term Earnings % ,14.89,10.07,3.69
Historical Earnings % ,3.42,15.26,14.88
Sales Growth % ,13.33,11.25,4.89
Cash-Flow Growth % ,-23.81,16.83,15.05
Book-Value Growth % ,8.14,10.86,8.56
