,Values
NAV,"7,235.02"
Open Price,"7,335.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"39.0 / 4,249.5"
Day Range,"7,230.00 – 7,335.00"
Year Range,"7,230.00 – 9,650.00"
SEC Yield ,—
12-Month Yield ,1.95%
Premium ,—
Expense Ratio,0.260%
Total Assets,3.8 Bil
