,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,77%
Historical Sustainability Score,40.15
Global Category,Korea Equity
Portfolio ESG,50.16
Controversy Deduction,8.61
Sustainability Score,41.55
Sustainability Mandate,No
