,Values
NAV,"49,404.10"
Open Price,"49,385.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,4.0 / 4.8
Day Range,"49,365.00 – 49,385.00"
Year Range,"49,360.00 – 50,070.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,5.0 Bil
