,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.50,0.89,3.59,5.83,7.55,13.21,—,—,—,—,—
Total Return % (NAV),-0.03,0.24,2.97,5.69,7.07,12.82,—,—,—,—,10.97
+/- Category (NAV),-0.03,0.17,1.93,3.63,3.96,8.11,—,—,—,—,—
+/- Index (NAV),-0.33,-0.35,0.66,1.70,1.46,4.42,—,—,—,—,—
