,Values
NAV,"58,506.76"
Open Price,"58,685.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,451.0 / 680.8
Day Range,"58,650.00 – 58,775.00"
Year Range,"52,160.00 – 58,830.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.190%
Total Assets,6.1 Bil
