,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,7.55
Fund (NAV),—,—,—,—,—,—,—,—,—,—,7.07
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,3.96
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,1.94
Percentile Rank,—,—,—,—,—,—,—,—,—,—,2
# of Funds in Category,—,—,—,—,—,—,—,—,—,545,717
