,Values
NAV,"58,788.33"
Open Price,"58,745.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,439.0 / 696.8
Day Range,"58,745.00 – 58,790.00"
Year Range,"52,160.00 – 58,830.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.190%
Total Assets,6.1 Bil
