,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,69%
Historical Sustainability Score,44.09
Global Category,Communications Sector Equity
Portfolio ESG,47.17
Controversy Deduction,3.22
Sustainability Score,43.95
Sustainability Mandate,No
