,Values
NAV,"7,876.16"
Open Price,"7,890.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"6,863.0 / 4,984.2"
Day Range,"7,710.00 – 7,890.00"
Year Range,"7,710.00 – 11,185.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.480%
Total Assets,6.6 Bil
