,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.78,-3.20,-11.18,-17.01,-22.92,-25.26,-4.30,-1.45,1.47,—,—
Total Return % (NAV),-0.09,-0.96,-10.03,-15.92,-21.14,-22.50,-3.61,-0.99,1.75,—,0.18
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
