,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),-4.13,6.88,-8.41,5.43,17.86,0.90,8.25,-4.02,15.73,-0.26,-21.22
Fund (NAV),-2.92,6.11,-8.06,5.04,17.94,1.07,8.05,-3.85,15.81,-0.39,-20.54
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
