,Values
NAV,"7,935.84"
Open Price,"7,920.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,282.0 / 5,956.7"
Day Range,"7,815.00 – 7,920.00"
Year Range,"7,815.00 – 11,185.00"
SEC Yield ,—
12-Month Yield ,2.54%
Premium ,—
Expense Ratio,0.480%
Total Assets,6.7 Bil
