,Values
NAV,"25,428.95"
Open Price,"25,265.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,781.0 / 3,012.5"
Day Range,"25,185.00 – 25,350.00"
Year Range,"25,185.00 – 32,625.00"
SEC Yield ,—
12-Month Yield ,3.35%
Premium ,—
Expense Ratio,0.290%
Total Assets,14.5 Bil
