,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.16,0.00
Non-U.S.Stock,99.65,0.00,99.65,95.78,99.99
Bonds,0.00,0.00,0.00,0.20,0.00
Other,0.00,0.00,0.00,0.80,0.00
Cash,0.35,5.82,6.16,3.21,0.00
Not Classified,0.00,0.00,0.00,1.64,0.01
