,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,78%
Historical Sustainability Score,40.07
Global Category,Korea Equity
Portfolio ESG,44.90
Controversy Deduction,4.95
Sustainability Score,39.95
Sustainability Mandate,No
