,Values
NAV,"25,263.08"
Open Price,"25,100.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,959.0 / 3,247.3"
Day Range,"24,895.00 – 25,115.00"
Year Range,"24,895.00 – 32,625.00"
SEC Yield ,—
12-Month Yield ,3.35%
Premium ,—
Expense Ratio,0.290%
Total Assets,14.4 Bil
