,Fund,Cat. Average,Index
Price/Earnings ,27.87,20.30,17.09
Price/Book ,4.27,2.56,3.38
Price/Sales ,4.15,2.04,1.97
Price/Cash Flow ,23.49,11.25,13.35
Dividend Yield % ,0.21,0.89,1.91
Long-Term Earnings % ,19.15,10.45,9.35
Historical Earnings % ,-3.88,15.68,13.99
Sales Growth % ,8.36,9.13,5.37
Cash-Flow Growth % ,10.86,2.14,-2.79
Book-Value Growth % ,9.21,7.67,3.73
