,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,11.23,-2.10,1.02,102.76,-15.67,58.92,-6.85,-33.65
Fund (NAV),—,—,—,11.02,-2.41,0.99,103.05,-15.62,59.43,-7.13,-32.58
+/ Category (NAV),—,—,—,3.28,-14.43,-20.47,82.52,0.17,34.17,-0.83,-28.62
+/- Index (Price),—,—,—,-7.21,-38.83,-17.20,95.85,-8.71,37.51,-8.15,-41.84
Percentile Rank,—,—,—,—,—,—,—,28,14,55,87
# of Funds in Category,—,—,7,14,16,30,45,80,93,100,118
