,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.93,5.20,-16.91,-25.32,-33.65,-36.78,-8.24,12.50,—,—,—
Total Return % (NAV),1.00,3.92,-16.18,-26.63,-32.58,-38.47,-7.88,13.03,—,—,7.70
+/- Category (NAV),0.64,2.22,-10.55,-17.64,-28.62,-23.60,-8.38,6.96,—,—,—
+/- Index (NAV),1.64,1.97,-15.38,-29.73,-40.77,-40.06,-14.55,5.40,—,—,—
