,Values
NAV,"23,993.26"
Open Price,"23,585.00"
Bid / Ask / Spread,"0.00 / 24,995.00 / 0.00%"
Volume / Avg,"7,978.0 / 30,743.0"
Day Range,"23,500.00 – 23,840.00"
Year Range,"21,695.00 – 45,045.00"
SEC Yield ,—
12-Month Yield ,0.19%
Premium ,—
Expense Ratio,0.420%
Total Assets,88.3 Bil
