,Values
NAV,"23,936.72"
Open Price,"23,615.00"
Bid / Ask / Spread,"0.00 / 24,990.00 / 0.00%"
Volume / Avg,"8,600.0 / 34,486.6"
Day Range,"23,480.00 – 23,750.00"
Year Range,"21,695.00 – 45,045.00"
SEC Yield ,—
12-Month Yield ,0.19%
Premium ,—
Expense Ratio,0.420%
Total Assets,87.6 Bil
