,Values
NAV,"3,209.23"
Open Price,"3,055.00"
Bid / Ask / Spread,"3,110.00 / 3,145.00 / 1.12%"
Volume / Avg,"18,975.0 / 61,236.7"
Day Range,"3,055.00 – 3,140.00"
Year Range,"1,940.00 – 3,935.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,21.5 Bil
