,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.48,2.59,-4.52,-3.35,57.32,26.55,2.78,—,—,—,—
Total Return % (NAV),0.81,3.70,-5.45,0.44,60.97,22.44,4.35,—,—,—,-23.54
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
