,Values
NAV,"3,208.51"
Open Price,"3,150.00"
Bid / Ask / Spread,"3,175.00 / 3,195.00 / 0.63%"
Volume / Avg,"21,666.0 / 57,813.3"
Day Range,"3,110.00 – 3,205.00"
Year Range,"1,940.00 – 3,935.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,21.5 Bil
