,Values
NAV,"113,558.40"
Open Price,"113,535.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"641.0 / 2,733.5"
Day Range,"113,520.00 – 113,575.00"
Year Range,"110,570.00 – 113,630.00"
SEC Yield ,—
12-Month Yield ,0.67%
Premium ,—
Expense Ratio,0.180%
Total Assets,71.5 Bil
