,Values
NAV,"113,558.40"
Open Price,"113,750.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"16.0 / 2,775.2"
Day Range,"113,670.00 – 113,775.00"
Year Range,"110,570.00 – 113,775.00"
SEC Yield ,—
12-Month Yield ,0.67%
Premium ,—
Expense Ratio,0.180%
Total Assets,71.5 Bil
