,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,100.69,0.00,100.69,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,-0.69,1.63,0.94,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
