,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.18,-0.38,-6.89,-3.64,-1.54,-9.15,2.25,—,—,—,—
Total Return % (NAV),0.82,1.00,-6.35,-4.47,-1.32,-9.75,2.50,—,—,—,5.97
+/- Category (NAV),0.05,-0.48,0.75,2.31,3.55,3.14,3.54,—,—,—,—
+/- Index (NAV),0.82,-0.25,-0.15,-0.76,-1.82,0.03,-1.87,—,—,—,—
