,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,27.56,-18.12,-1.97
Fund (NAV),—,—,—,—,—,—,—,—,27.52,-17.95,-1.06
+/ Category (NAV),—,—,—,—,—,—,—,—,5.05,-1.27,3.71
+/- Index (Price),—,—,—,—,—,—,—,—,-4.67,-0.49,-2.63
Percentile Rank,—,—,—,—,—,—,—,—,15,63,9
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
