Sectors,Fund %,Category %
Basic Materials,7.09,8.70
Consumer Cyclical,9.56,13.65
Financial Services,12.21,11.56
Real Estate,0.00,0.29
Communication Services,2.98,2.34
Energy,1.90,1.96
Industrials,7.53,10.46
Technology,47.08,38.20
Consumer Defensive,5.92,6.64
Healthcare,4.35,4.97
Utilities,1.39,1.23
