,Values
Sustainability Rate,High
Percent Rank in Global Category,7%
Historical Sustainability Score,42.97
Global Category,Korea Equity
Portfolio ESG,51.88
Controversy Deduction,8.48
Sustainability Score,43.40
Sustainability Mandate,No
