,Values
Sustainability Rate,Average
Percent Rank in Global Category,41%
Historical Sustainability Score,41.70
Global Category,Korea Equity
Portfolio ESG,49.22
Controversy Deduction,7.16
Sustainability Score,42.06
Sustainability Mandate,No
