,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.92,0.65,-7.52,-6.94,-5.12,-11.96,—,—,—,—,—
Total Return % (NAV),0.23,-0.28,-6.86,-7.54,-4.33,-12.92,—,—,—,—,-11.72
+/- Category (NAV),0.18,-0.10,0.18,0.42,0.45,0.82,—,—,—,—,—
+/- Index (NAV),-0.09,0.36,-0.90,-3.07,-4.99,-2.52,—,—,—,—,—
