,Values
NAV,"19,528.80"
Open Price,"19,405.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"110.0 / 40,163.6"
Day Range,"19,350.00 – 19,430.00"
Year Range,"19,055.00 – 23,910.00"
SEC Yield ,—
12-Month Yield ,1.92%
Premium ,—
Expense Ratio,0.160%
Total Assets,237.3 Bil
