,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-5.12
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-4.33
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,0.45
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-5.78
Percentile Rank,—,—,—,—,—,—,—,—,—,—,52
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
