,Fund,Cat. Average,Index
Price/Earnings ,2.20,21.65,18.41
Price/Book ,1.06,2.67,2.59
Price/Sales ,0.32,1.80,1.18
Price/Cash Flow ,6.15,12.60,11.41
Dividend Yield % ,1.58,1.36,2.35
Long-Term Earnings % ,22.70,11.95,9.27
Historical Earnings % ,27.79,13.32,5.82
Sales Growth % ,4.74,10.36,4.99
Cash-Flow Growth % ,-13.49,6.20,3.63
Book-Value Growth % ,2.79,11.50,7.88
