,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.13,-1.76,-10.09,-18.94,-11.57,-17.49,—,—,—,—,—
Total Return % (NAV),-0.72,2.20,-9.88,-18.12,-11.31,-16.48,—,—,—,—,-3.36
+/- Category (NAV),-0.77,0.81,-5.12,-13.97,-18.25,-11.87,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
