,Values
NAV,"9,473.55"
Open Price,"9,425.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"101.0 / 2,969.9"
Day Range,"9,395.00 – 9,425.00"
Year Range,"9,115.00 – 12,535.00"
SEC Yield ,—
12-Month Yield ,1.22%
Premium ,—
Expense Ratio,0.470%
Total Assets,8.5 Bil
