,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-14.14,-11.57
Fund (NAV),—,—,—,—,—,—,—,—,—,-13.29,-11.31
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.50,-18.25
+/- Index (Price),—,—,—,—,—,—,—,—,—,-4.70,-23.80
Percentile Rank,—,—,—,—,—,—,—,—,—,57,84
# of Funds in Category,—,—,—,—,—,—,—,—,129,129,132
