,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-14.14,-9.94
Fund (NAV),—,—,—,—,—,—,—,—,—,-13.29,-10.13
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.50,-17.38
+/- Index (Price),—,—,—,—,—,—,—,—,—,-4.70,—
Percentile Rank,—,—,—,—,—,—,—,—,—,57,85
# of Funds in Category,—,—,—,—,—,—,—,—,129,129,132
