,Values
Sustainability Rate,Average
Percent Rank in Global Category,47%
Historical Sustainability Score,44.57
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,47.19
Controversy Deduction,3.02
Sustainability Score,44.17
Sustainability Mandate,No
