,Values
NAV,"13,205.70"
Open Price,"13,145.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"125.0 / 3,238.9"
Day Range,"13,085.00 – 13,145.00"
Year Range,"10,680.00 – 13,195.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.470%
Total Assets,13.2 Bil
