,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.38,2.66,1.51,7.13,18.48,10.00,9.76,—,—,—,—
Total Return % (NAV),0.67,0.56,1.72,7.37,19.49,10.38,9.96,—,—,—,9.33
+/- Category (NAV),0.31,-1.15,7.35,16.37,23.46,25.26,9.45,—,—,—,—
+/- Index (NAV),1.31,-1.40,2.52,4.28,11.31,8.79,3.28,—,—,—,—
