,Values
NAV,"10,279.85"
Open Price,"10,295.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,757.0 / 11,866.2"
Day Range,"10,250.00 – 10,385.00"
Year Range,"8,990.00 – 11,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,50.9 Bil
