,Values
Sustainability Rate,Average
Percent Rank in Global Category,57%
Historical Sustainability Score,45.51
Global Category,Other Equity
Portfolio ESG,51.87
Controversy Deduction,5.89
Sustainability Score,45.98
Sustainability Mandate,No
