,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.81,-0.53,-4.89,-3.96,11.03,-0.34,—,—,—,—,—
Total Return % (NAV),0.26,-0.41,-4.32,-2.74,12.44,-0.72,—,—,—,—,2.04
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
