,Values
NAV,"10,279.85"
Open Price,"10,310.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"674.0 / 11,748.6"
Day Range,"10,300.00 – 10,395.00"
Year Range,"8,990.00 – 11,100.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.830%
Total Assets,50.9 Bil
