,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,35.97
Global Category,Korea Equity
Portfolio ESG,45.11
Controversy Deduction,9.60
Sustainability Score,35.51
Sustainability Mandate,No
